"key","species","kingdom","phylum","class","order","family","genus","n_pts","n_rawpts","n_sdmpts"
290029,"Gorgonia flabellum","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Gorgoniidae","Gorgonia",0,4,1
207373,"Mycedium elephantotus","Animalia","Cnidaria","Anthozoa","Scleractinia","Merulinidae","Mycedium",0,2,9
290032,"Gorgonia mariae","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Gorgoniidae","Gorgonia",0,2,1
288889,"Porites astreoides","Animalia","Cnidaria","Anthozoa","Scleractinia","Poritidae","Porites",0,1,1
157969,"Epizoanthus cancrisocius","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,7,7
1311285,"Pleurocorallium occultum","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Coralliidae","Pleurocorallium",2,7,2
103329,"Schizopathes crassa","Animalia","Cnidaria","Anthozoa","Antipatharia","Schizopathidae","Schizopathes",0,3,2
1379630,"Ptilella grandis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Pennatulidae","Ptilella",18,37,39
125336,"Anthomastus purpureus","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Coralliidae","Anthomastus",2,2,2
289939,"Eusmilia fastigiata","Animalia","Cnidaria","Anthozoa","Scleractinia","Meandrinidae","Eusmilia",0,0,0
206982,"Stylophora pistillata","Animalia","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Stylophora",0,0,17
207516,"Siderastrea siderea","Animalia","Cnidaria","Anthozoa","Scleractinia","Rhizangiidae","Siderastrea",0,0,0
207449,"Favites abdita","Animalia","Cnidaria","Anthozoa","Scleractinia","Merulinidae","Favites",0,0,1
207417,"Diploastrea heliopora","Animalia","Cnidaria","Anthozoa","Scleractinia","Diploastraeidae","Diploastrea",0,0,6
718748,"Dipsastraea favus","Animalia","Cnidaria","Anthozoa","Scleractinia","Merulinidae","Dipsastraea",0,0,4
291119,"Stephanocoenia intersepta","Animalia","Cnidaria","Anthozoa","Scleractinia","Astrocoeniidae","Stephanocoenia",0,0,0
101033,"Epizoanthus mediterraneus","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,2,3
286861,"Tethocyathus cylindraceus","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Tethocyathus",0,0,0
101028,"Epizoanthus frenzeli","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,1,1
101041,"Epizoanthus tergestinus","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,1,1
128505,"Anthoptilum murrayi","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Anthoptilidae","Anthoptilum",11,28,12
183413,"Scleroptilum grandiflorum","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Scleroptilidae","Scleroptilum",6,20,8
125393,"Placogorgia graciosa","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Paramuriceidae","Placogorgia",26,38,40
128525,"Protoptilum carpenterii","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Protoptilidae","Protoptilum",12,74,13
128511,"Kophobelemnon macrospinosum","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Kophobelemnidae","Kophobelemnon",6,11,8
128504,"Anthoptilum grandiflorum","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Anthoptilidae","Anthoptilum",30,49,36
1565692,"Solumbellula monocephalus","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Pseudumbellulidae","Solumbellula",1,2,7
128524,"Distichoptilum gracile","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Protoptilidae","Distichoptilum",5,8,7
287364,"Alcyonium graniferum","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Alcyonium",1,1,1
291261,"Tylopathes crispa","Animalia","Cnidaria","Anthozoa","Antipatharia","Stylopathidae","Tylopathes",0,1,1
1608730,"Callistephanus rosea","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Gorgoniidae","Callistephanus",9,32,13
128540,"Virgularia tuberculata","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Virgulariidae","Virgularia",20,31,27
101021,"Epizoanthus abyssorum","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,8,9
101037,"Epizoanthus papillosus","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",457,991,495
287961,"Cynarina lacrymalis","Animalia","Cnidaria","Anthozoa","Scleractinia","Lobophylliidae","Cynarina",0,0,4
286605,"Paragorgia regalis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Coralliidae","Paragorgia",2,6,2
1116761,"Trachythela rudis","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Victorgorgiidae","Trachythela",3,8,3
286106,"Chrysogorgia chryseis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Chrysogorgiidae","Chrysogorgia",2,4,4
125411,"Primnoa resedaeformis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Primnoa",33,629,57
517784,"Sibogagorgia cauliflora","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Coralliidae","Sibogagorgia",1,1,1
584787,"Balticina finmarchica","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Balticinidae","Balticina",14,18,20
724723,"Heteropolypus sol","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Coralliidae","Heteropolypus",1,1,1
883737,"Chrysogorgia tricaulis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Chrysogorgiidae","Chrysogorgia",0,1,1
178914,"Alcyonium hibernicum","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Alcyonium",50,259,64
815602,"Parazoanthus haddoni","Animalia","Cnidaria","Anthozoa","Zoantharia","Parazoanthidae","Parazoanthus",0,4,4
125390,"Paramuricea placomus","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Paramuriceidae","Paramuricea",39,416,66
125350,"Acanthogorgia pico","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Paramuriceidae","Acanthogorgia",0,0,0
177735,"Acanthogorgia aspera","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Paramuriceidae","Acanthogorgia",0,0,1
1338198,"Callogorgia europaea","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Callogorgia",1,1,1
288828,"Zoanthus alderi","Animalia","Cnidaria","Anthozoa","Zoantharia","Zoanthidae","Zoanthus",1,7,3
1347397,"Alcyonium norvegicum","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Alcyonium",2,2,3
135191,"Leptopsammia britannica","Animalia","Cnidaria","Anthozoa","Scleractinia","Dendrophylliidae","Leptopsammia",4,8,8
189902,"Alcyonium cydonium","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Alcyonium",0,0,0
125344,"Telestula septentrionalis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Sarcodictyonidae","Telestula",1,1,1
101032,"Epizoanthus macintoshi","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,0,1
146535,"Balticina christii","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Balticinidae","Balticina",11,16,15
125374,"Isidella lofotensis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Keratoisididae","Isidella",18,97,21
520680,"Clavularia borealis","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Clavulariidae","Clavularia",3,11,5
101034,"Epizoanthus norvegicus","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",1,5,3
125382,"Muriceides kuekenthali","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Paramuriceidae","Muriceides",9,13,12
287333,"Capnella imbricata","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Capnellidae","Capnella",0,0,1
125399,"Swiftia borealis","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Plexauridae","Swiftia",3,3,3
177674,"Clavularia griegii","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Clavulariidae","Clavularia",0,0,0
101046,"Isozoanthus arborescens","Animalia","Cnidaria","Anthozoa","Zoantharia","Parazoanthidae","Isozoanthus",0,2,3
101048,"Isozoanthus dubius","Animalia","Cnidaria","Anthozoa","Zoantharia","Parazoanthidae","Isozoanthus",0,1,1
101030,"Epizoanthus koreni","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,1,1
101031,"Epizoanthus lindahli","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,6,13
146943,"Duva florida","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Capnellidae","Duva",14,69,37
146941,"Drifa glomerata","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Capnellidae","Drifa",19,35,25
101051,"Isozoanthus magninsulosus","Animalia","Cnidaria","Anthozoa","Zoantharia","Parazoanthidae","Isozoanthus",0,1,1
101050,"Isozoanthus islandicus","Animalia","Cnidaria","Anthozoa","Zoantharia","Parazoanthidae","Isozoanthus",0,1,1
101052,"Isozoanthus multinsulosus","Animalia","Cnidaria","Anthozoa","Zoantharia","Parazoanthidae","Isozoanthus",0,1,2
156101,"Gersemia fruticosa","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Gersemia",5,99,23
146944,"Duva multiflora","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Capnellidae","Duva",0,2,2
101027,"Epizoanthus erdmanni","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,6,5
128538,"Virgularia glacialis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Virgulariidae","Virgularia",0,0,0
287394,"Gersemia loricata","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Gersemia",0,0,0
101047,"Isozoanthus bulbosus","Animalia","Cnidaria","Anthozoa","Zoantharia","Parazoanthidae","Isozoanthus",0,8,7
125337,"Clavularia arctica","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Clavulariidae","Clavularia",1,1,1
1355314,"Clavularia arctica","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Clavulariidae","Clavularia",0,0,0
101029,"Epizoanthus glacialis","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,2,2
290961,"Renilla koellikeri","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Renillidae","Renilla",0,0,0
101039,"Epizoanthus roseus","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,1,1
128529,"Umbellula encrinus","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Umbellulidae","Umbellula",33,35,43
409525,"Fannyella (Cyathogorgia) spinosa","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Fannyella",0,0,0
101049,"Isozoanthus ingolfi","Animalia","Cnidaria","Anthozoa","Zoantharia","Parazoanthidae","Isozoanthus",0,2,1
101026,"Epizoanthus danielsseni","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,0,0
101024,"Epizoanthus beerenislandicus","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,0,0
158274,"Gersemia clavata","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Gersemia",0,0,0
287396,"Gersemia uvaeformis","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Gersemia",0,0,0
286865,"Tethocyathus recurvatus","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Tethocyathus",0,0,0
290565,"Oxysmilia rotundifolia","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Oxysmilia",0,0,0
287002,"Flabellum (Flabellum) atlanticum","Animalia","Cnidaria","Anthozoa","Scleractinia","Flabellidae","Flabellum",0,1,1
289691,"Colangia immersa","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Colangia",0,0,0
287092,"Madrepora carolina","Animalia","Cnidaria","Anthozoa","Scleractinia","Oculinidae","Madrepora",1,1,1
286791,"Deltocyathus calcar","Animalia","Cnidaria","Anthozoa","Scleractinia","Deltocyathidae","Deltocyathus",0,0,0
290875,"Pseudodrifa racemosa","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Capnellidae","Pseudodrifa",2,4,2
286759,"Caryophyllia (Caryophyllia) polygona","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Caryophyllia",0,0,0
292017,"Muriceides sceptrum","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Paramuriceidae","Muriceides",40,53,39
1287694,"Tylopathes (Paratylopathes) atlantica","Animalia","Cnidaria","Anthozoa","Antipatharia","Stylopathidae","Tylopathes",1,1,1
1311264,"Hemicorallium tricolor","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Coralliidae","Hemicorallium",1,1,2
1516569,"Aphanostichopathes dissimilis","Animalia","Cnidaria","Anthozoa","Antipatharia","Aphanipathidae","Aphanostichopathes",2,6,6
286137,"Chrysogorgia pentasticha","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Chrysogorgiidae","Chrysogorgia",2,2,2
286508,"Narella allmani","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Narella",1,1,1
125349,"Acanthogorgia hirsuta","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Paramuriceidae","Acanthogorgia",34,69,47
288707,"Homophyton verrucosum","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Spongiodermidae","Homophyton",0,1,1
286321,"Keratoisis palmae","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Keratoisididae","Keratoisis",5,6,5
286736,"Caryophyllia (Caryophyllia) crosnieri","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Caryophyllia",0,2,2
1608978,"Dacrygorgia modesta","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Pterogorgiidae","Dacrygorgia",8,13,9
287839,"Bathytelesto rigida","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Tubiporidae","Bathytelesto",1,1,1
290178,"Iciligorgia schrammi","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Melithaeidae","Iciligorgia",7,8,11
289743,"Crispatotrochus rubescens","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Crispatotrochus",0,2,2
286574,"Thouarella (Thouarella) variabilis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Thouarella",0,2,2
286316,"Keratoisis grandis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Keratoisididae","Keratoisis",0,2,1
291179,"Tanacetipathes squamosa","Animalia","Cnidaria","Anthozoa","Antipatharia","Myriopathidae","Tanacetipathes",5,8,5
125339,"Clavularia marioni","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Clavulariidae","Clavularia",1,1,1
283904,"Antipathes grayi","Animalia","Cnidaria","Anthozoa","Antipatharia","Antipathidae","Antipathes",1,1,1
287366,"Alcyonium haddoni","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Alcyoniidae","Alcyonium",1,1,1
517651,"Clavularia armata","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Clavulariidae","Clavularia",1,1,1
283936,"Antipathes virgata","Animalia","Cnidaria","Anthozoa","Antipatharia","Antipathidae","Antipathes",5,8,5
1496194,"Pseudotelestula humilis","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Incrustatidae","Pseudotelestula",0,3,2
125355,"Metallogorgia melanotrichos","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Chrysogorgiidae","Metallogorgia",2,3,7
286120,"Chrysogorgia flexilis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Chrysogorgiidae","Chrysogorgia",0,1,1
286561,"Thouarella (Euthouarella) grasshoffi","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Thouarella",2,2,2
286988,"Enallopsammia pusilla","Animalia","Cnidaria","Anthozoa","Scleractinia","Dendrophylliidae","Enallopsammia",0,1,2
517664,"Clavularia elongata","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Clavulariidae","Clavularia",1,1,1
1248553,"Filigorgia riodouroi","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Pterogorgiidae","Filigorgia",0,2,6
286857,"Stephanocyathus (Stephanocyathus) platypus","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Stephanocyathus",0,1,1
103335,"Stichopathes richardi","Animalia","Cnidaria","Anthozoa","Antipatharia","Antipathidae","Stichopathes",2,2,2
128513,"Crassophyllum thessalonicae","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Pennatulidae","Crassophyllum",1,2,1
289792,"Dendrobrachia multispina","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Dendrobrachiidae","Dendrobrachia",0,0,1
581469,"Epizoanthus marioni","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,1,2
125408,"Narella regularis","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Narella",2,2,2
283975,"Stichopathes pourtalesi","Animalia","Cnidaria","Anthozoa","Antipatharia","Antipathidae","Stichopathes",0,3,3
290118,"Hicksonella expansa","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Isididae","Hicksonella",0,0,1
125407,"Narella laxa","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Primnoidae","Narella",1,1,1
289735,"Crispatotrochus cornu","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Crispatotrochus",0,1,1
581480,"Epizoanthus rubricornis","Animalia","Cnidaria","Anthozoa","Zoantharia","Epizoanthidae","Epizoanthus",0,0,1
287811,"Euplexaura pinnata","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Euplexauridae","Euplexaura",1,1,1
290186,"Incrustatus comauensis","Animalia","Cnidaria","Anthozoa","Malacalcyonacea","Incrustatidae","Incrustatus",1,3,3
207415,"Cyphastrea chalcidicum","Animalia","Cnidaria","Anthozoa","Scleractinia","Merulinidae","Cyphastrea",0,1,7
1379629,"Ptilella grayi","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Pennatulidae","Ptilella",1,1,4
286859,"Stephanocyathus (Acinocyathus) spiniger","Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Stephanocyathus",0,1,1
724720,"Anthomastus gyratus","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Coralliidae","Anthomastus",1,1,2
