"taxonID","mode_life"
178972,"pelagic_surface"
126280,"pelagic"
371901,"NOT_FOUND"
480246,"benthic"
212186,"NOT_FOUND"
506001,"benthic"
126278,"demersal"
273836,"NOT_FOUND"
126834,"pelagic"
626081,"NOT_FOUND"
218589,"NOT_FOUND"
127159,"demersal"
126976,"NOT_FOUND"
397139,"benthic"
397041,"benthic"
1061762,"benthic"
127007,"NOT_FOUND"
1042832,"demersal"
145935,"benthic"
210371,"benthic"
107107,"benthic"
863082,"benthic"
281225,"NOT_FOUND"
1509599,"pelagic"
1429769,"benthic"
282738,"demersal"
367822,"benthic"
504360,"benthic"
127012,"demersal"
181316,"benthic"
218632,"demersal"
127045,"NOT_FOUND"
218218,"NOT_FOUND"
445357,"benthic"
397160,"benthic"
127061,"NOT_FOUND"
126296,"demersal"
246388,"benthic"
140483,"benthic"
394429,"benthic"
273964,"NOT_FOUND"
107380,"benthic"
145703,"NOT_FOUND"
219720,"pelagic"
273823,"pelagic"
218621,"benthic"
273962,"NOT_FOUND"
127062,"NOT_FOUND"
207899,"benthic"
126819,"pelagic"
272027,"demersal"
127010,"demersal"
107112,"benthic"
107613,"benthic"
151523,"demersal"
127052,"pelagic"
140389,"benthic"
393904,"benthic"
145700,"NOT_FOUND"
231749,"benthic"
159231,"NOT_FOUND"
1061754,"benthic"
127059,"NOT_FOUND"
156817,"benthic"
382891,"benthic"
145721,"benthic"
140059,"benthic"
141936,"benthic"
159652,"NOT_FOUND"
126430,"NOT_FOUND"
218204,"benthic"
127060,"benthic"
141919,"benthic"
127053,"demersal"
231750,"benthic"
218429,"NOT_FOUND"
126818,"pelagic"
124316,"benthic"
232231,"benthic"
141424,"benthic"
273912,"NOT_FOUND"
140657,"benthic"
127054,"NOT_FOUND"
140733,"benthic"
126816,"pelagic"
126975,"demersal"
107350,"benthic"
144472,"benthic"
145716,"benthic"
207675,"benthic"
107616,"benthic"
127063,"NOT_FOUND"
141907,"benthic"
127180,"demersal"
140481,"benthic"
126803,"pelagic"
254569,"pelagic"
127183,"pelagic"
145086,"NOT_FOUND"
836033,"benthic"
100812,"benthic"
100859,"benthic"
100862,"benthic"
100946,"benthic"
100971,"benthic"
100987,"benthic"
101016,"benthic"
101017,"benthic"
1015919,"NOT_FOUND"
1017389,"demersal"
102000,"benthic"
1022158,"NOT_FOUND"
102281,"benthic"
1026118,"pelagic"
1026286,"NOT_FOUND"
1026357,"NOT_FOUND"
1026410,"NOT_FOUND"
1026605,"NOT_FOUND"
1027267,"NOT_FOUND"
102731,"NOT_FOUND"
103174,"benthic"
103407,"NOT_FOUND"
103732,"benthic"
104276,"pelagic_surface"
104431,"pelagic_surface"
104434,"pelagic_surface"
104468,"pelagic_surface"
104469,"pelagic_surface"
104494,"NOT_FOUND"
104503,"pelagic_surface"
104508,"pelagic_surface"
104509,"pelagic_mean"
104552,"pelagic_surface"
104597,"pelagic_surface"
104609,"pelagic_surface"
104616,"pelagic_surface"
104646,"pelagic_surface"
104651,"pelagic_surface"
104669,"pelagic_surface"
104673,"pelagic_surface"
1046830,"benthic"
104820,"pelagic_mean"
104878,"pelagic_surface"
104879,"pelagic_surface"
1056501,"NOT_FOUND"
1056509,"NOT_FOUND"
105801,"pelagic"
105819,"pelagic"
105825,"benthic"
105829,"NOT_FOUND"
105847,"pelagic"
105851,"demersal"
105856,"demersal"
105858,"pelagic"
105859,"NOT_FOUND"
105860,"benthic"
105899,"benthic"
105907,"NOT_FOUND"
105911,"NOT_FOUND"
105928,"demersal"
106210,"benthic"
106215,"benthic"
106274,"benthic"
106277,"pelagic"
106401,"pelagic_surface"
107086,"pelagic_mean"
107093,"pelagic_surface"
107097,"pelagic_surface"
107098,"pelagic_surface"
107100,"pelagic_surface"
107127,"pelagic_surface"
107138,"pelagic_surface"
107169,"benthic"
107190,"benthic"
107195,"benthic"
107197,"benthic"
107198,"benthic"
107248,"benthic"
107262,"benthic"
107321,"benthic"
107362,"benthic"
107381,"benthic"
107396,"benthic"
107414,"benthic"
107437,"benthic"
107456,"benthic"
107458,"benthic"
107459,"benthic"
1075013,"benthic"
107524,"benthic"
107534,"benthic"
107577,"benthic"
107582,"pelagic_mean"
107583,"pelagic_mean"
107600,"benthic"
107602,"pelagic_surface"
107605,"pelagic_mean"
107608,"benthic"
107611,"benthic"
107614,"benthic"
107705,"benthic"
107708,"benthic"
107721,"benthic"
109725,"benthic"
109745,"benthic"
109755,"NOT_FOUND"
109773,"NOT_FOUND"
109784,"NOT_FOUND"
109818,"NOT_FOUND"
109876,"NOT_FOUND"
109899,"NOT_FOUND"
109901,"NOT_FOUND"
109921,"NOT_FOUND"
110045,"NOT_FOUND"
110208,"NOT_FOUND"
110210,"NOT_FOUND"
110213,"NOT_FOUND"
110217,"pelagic"
110219,"pelagic"
110241,"NOT_FOUND"
110245,"NOT_FOUND"
110298,"NOT_FOUND"
110301,"benthic"
110321,"NOT_FOUND"
110363,"benthic"
110577,"benthic"
110601,"benthic"
111343,"benthic"
111351,"benthic"
112593,"benthic"
112704,"benthic"
112887,"benthic"
112890,"benthic"
112969,"benthic"
112972,"benthic"
113030,"benthic"
113047,"benthic"
113091,"benthic"
113160,"benthic"
113162,"benthic"
113334,"benthic"
113341,"benthic"
113433,"NOT_FOUND"
113434,"pelagic_surface"
113440,"NOT_FOUND"
113441,"NOT_FOUND"
113444,"NOT_FOUND"
113448,"NOT_FOUND"
113452,"NOT_FOUND"
113453,"benthic"
113454,"NOT_FOUND"
113458,"benthic"
113460,"pelagic_surface"
113461,"NOT_FOUND"
113462,"benthic"
113464,"NOT_FOUND"
113465,"NOT_FOUND"
113473,"benthic"
113474,"NOT_FOUND"
113477,"NOT_FOUND"
113564,"benthic"
113567,"benthic"
113773,"benthic"
113898,"benthic"
113974,"benthic"
114047,"benthic"
114298,"benthic"
115104,"NOT_FOUND"
115805,"pelagic_surface"
116382,"pelagic_surface"
117283,"benthic"
117368,"benthic"
117814,"benthic"
117942,"pelagic_surface"
117953,"benthic"
118613,"benthic"
118732,"benthic"
120216,"benthic"
123795,"benthic"
123803,"benthic"
123856,"benthic"
123920,"benthic"
123922,"benthic"
123945,"benthic"
123987,"benthic"
124095,"benthic"
124101,"benthic"
124201,"benthic"
124249,"benthic"
124257,"benthic"
124268,"benthic"
124332,"benthic"
124423,"benthic"
124427,"benthic"
124528,"benthic"
124892,"benthic"
125043,"benthic"
125161,"benthic"
125370,"benthic"
126283,"NOT_FOUND"
126285,"demersal"
126288,"NOT_FOUND"
126291,"pelagic"
126292,"pelagic"
126297,"demersal"
126298,"demersal"
126301,"demersal"
126303,"NOT_FOUND"
126304,"pelagic"
126305,"NOT_FOUND"
126306,"pelagic"
126307,"demersal"
126319,"benthic"
126322,"NOT_FOUND"
126326,"NOT_FOUND"
126327,"benthic"
126335,"demersal"
126339,"pelagic"
126342,"pelagic"
126344,"NOT_FOUND"
126347,"pelagic"
126348,"pelagic"
126353,"NOT_FOUND"
126357,"NOT_FOUND"
126359,"pelagic"
126362,"pelagic"
126367,"pelagic"
126368,"pelagic"
126372,"demersal"
126373,"NOT_FOUND"
126375,"NOT_FOUND"
126385,"pelagic"
126387,"NOT_FOUND"
126392,"NOT_FOUND"
126395,"pelagic"
126396,"pelagic"
126402,"pelagic"
126404,"demersal"
1264073,"benthic"
126426,"NOT_FOUND"
126462,"NOT_FOUND"
126467,"NOT_FOUND"
126471,"NOT_FOUND"
126472,"benthic"
126479,"NOT_FOUND"
126483,"pelagic"
126497,"NOT_FOUND"
126524,"pelagic"
126526,"pelagic"
126547,"pelagic"
126556,"pelagic"
126560,"pelagic"
126580,"pelagic"
126581,"pelagic"
126582,"pelagic"
126584,"pelagic"
126585,"pelagic"
126586,"NOT_FOUND"
126589,"pelagic"
126591,"pelagic"
126594,"pelagic"
126595,"pelagic"
126596,"NOT_FOUND"
126599,"pelagic"
126601,"pelagic"
126602,"NOT_FOUND"
126603,"pelagic"
126604,"pelagic"
126605,"pelagic"
126607,"pelagic"
126609,"pelagic"
126610,"pelagic"
126611,"pelagic"
126612,"pelagic"
126613,"pelagic"
126614,"pelagic"
126616,"pelagic"
126618,"pelagic"
126619,"NOT_FOUND"
126620,"pelagic"
126625,"pelagic"
126626,"pelagic"
126629,"pelagic"
126630,"pelagic"
126631,"pelagic"
126632,"pelagic"
126637,"benthic"
126638,"NOT_FOUND"
126639,"NOT_FOUND"
126650,"NOT_FOUND"
126691,"NOT_FOUND"
126713,"benthic"
126714,"pelagic"
126720,"pelagic"
126733,"pelagic"
126734,"pelagic"
126748,"pelagic"
126750,"demersal"
126769,"demersal"
126772,"demersal"
126773,"demersal"
126784,"pelagic"
126809,"pelagic"
126811,"pelagic"
126812,"pelagic"
126817,"pelagic"
126821,"pelagic"
126822,"pelagic"
126836,"NOT_FOUND"
126845,"pelagic"
126861,"pelagic"
126862,"pelagic"
126863,"NOT_FOUND"
126864,"pelagic"
126867,"pelagic"
126907,"demersal"
126908,"demersal"
126945,"demersal"
126947,"demersal"
126950,"NOT_FOUND"
126954,"pelagic"
126958,"NOT_FOUND"
126963,"pelagic"
126970,"pelagic"
126971,"NOT_FOUND"
126986,"demersal"
126991,"demersal"
127001,"demersal"
127004,"pelagic"
127011,"demersal"
127013,"demersal"
127014,"pelagic"
127021,"pelagic"
127026,"pelagic"
127027,"pelagic"
127028,"pelagic"
127030,"pelagic"
127031,"NOT_FOUND"
127036,"NOT_FOUND"
127038,"demersal"
127039,"demersal"
127040,"demersal"
127041,"demersal"
127043,"demersal"
127047,"demersal"
127049,"NOT_FOUND"
127051,"pelagic"
127055,"demersal"
127057,"NOT_FOUND"
127064,"NOT_FOUND"
127066,"NOT_FOUND"
127069,"NOT_FOUND"
127082,"demersal"
127085,"pelagic"
127090,"demersal"
127093,"demersal"
127094,"pelagic"
127120,"pelagic"
127129,"demersal"
127154,"demersal"
127163,"NOT_FOUND"
127164,"pelagic"
127165,"pelagic"
127176,"NOT_FOUND"
127232,"benthic"
127240,"NOT_FOUND"
127246,"demersal"
127247,"demersal"
127248,"demersal"
127269,"NOT_FOUND"
127275,"NOT_FOUND"
127278,"pelagic"
127282,"pelagic"
127284,"NOT_FOUND"
127288,"pelagic"
127289,"pelagic"
127292,"pelagic"
127293,"pelagic"
127295,"NOT_FOUND"
127297,"pelagic"
127298,"NOT_FOUND"
127302,"pelagic"
127303,"pelagic"
127304,"pelagic"
127306,"pelagic"
127308,"pelagic"
127309,"pelagic"
127312,"pelagic"
127314,"pelagic"
127316,"pelagic"
127320,"NOT_FOUND"
127322,"pelagic"
127324,"NOT_FOUND"
127325,"NOT_FOUND"
127326,"NOT_FOUND"
127328,"pelagic"
127330,"pelagic"
127331,"pelagic"
127333,"pelagic"
127337,"pelagic"
127338,"pelagic"
127339,"pelagic"
127347,"pelagic"
127348,"pelagic"
127354,"pelagic"
127358,"pelagic"
127359,"pelagic"
127360,"NOT_FOUND"
127361,"NOT_FOUND"
127364,"NOT_FOUND"
127368,"pelagic"
127369,"NOT_FOUND"
127370,"pelagic"
127371,"pelagic"
127372,"pelagic"
127374,"pelagic"
127375,"pelagic"
127376,"pelagic"
127378,"demersal"
127380,"demersal"
127399,"NOT_FOUND"
127405,"NOT_FOUND"
127411,"NOT_FOUND"
127416,"demersal"
127420,"pelagic"
127715,"pelagic"
127716,"pelagic_surface"
127732,"pelagic"
127760,"NOT_FOUND"
127768,"pelagic"
127773,"pelagic"
127775,"pelagic"
127776,"pelagic"
127777,"NOT_FOUND"
127778,"pelagic"
127779,"pelagic"
127782,"pelagic"
127798,"pelagic"
127800,"NOT_FOUND"
127820,"pelagic"
127822,"NOT_FOUND"
127825,"NOT_FOUND"
127829,"pelagic_surface"
127830,"pelagic"
127831,"pelagic"
127832,"pelagic"
127833,"pelagic"
127841,"pelagic"
127845,"NOT_FOUND"
127846,"NOT_FOUND"
127852,"NOT_FOUND"
127854,"pelagic"
127856,"pelagic"
128813,"pelagic_surface"
128814,"pelagic_surface"
128894,"pelagic_surface"
128938,"pelagic_surface"
128954,"pelagic_surface"
128957,"NOT_FOUND"
129037,"NOT_FOUND"
129828,"benthic"
129831,"benthic"
130969,"benthic"
131110,"benthic"
1314230,"NOT_FOUND"
1314233,"NOT_FOUND"
1314235,"NOT_FOUND"
1314243,"NOT_FOUND"
131504,"benthic"
133911,"benthic"
134378,"benthic"
134564,"NOT_FOUND"
1346683,"NOT_FOUND"
135159,"benthic"
135211,"benthic"
135305,"pelagic_surface"
135436,"pelagic_mean"
135479,"pelagic_surface"
135499,"benthic"
136285,"benthic"
136330,"benthic"
137087,"pelagic"
137089,"pelagic_surface"
137091,"pelagic_surface"
137092,"pelagic_surface"
137094,"pelagic_surface"
137096,"pelagic"
137097,"pelagic"
137098,"pelagic_mean"
137102,"pelagic"
137104,"pelagic_surface"
137107,"benthic"
137108,"pelagic"
137109,"pelagic_surface"
137110,"NOT_FOUND"
137111,"pelagic_surface"
137119,"pelagic"
137122,"pelagic"
137127,"pelagic"
137142,"NOT_FOUND"
137156,"NOT_FOUND"
137165,"pelagic"
137194,"NOT_FOUND"
137201,"NOT_FOUND"
137205,"benthic"
137206,"demersal"
137209,"pelagic_surface"
137273,"pelagic_surface"
137337,"benthic"
137338,"benthic"
1382182,"NOT_FOUND"
138690,"demersal"
138753,"benthic"
138757,"benthic"
138791,"benthic"
138838,"pelagic_surface"
138840,"pelagic_surface"
138849,"pelagic_mean"
139033,"pelagic_surface"
139052,"benthic"
139196,"benthic"
139348,"benthic"
139422,"pelagic_surface"
139433,"benthic"
139442,"benthic"
139452,"benthic"
139459,"benthic"
139499,"benthic"
139636,"demersal"
139906,"benthic"
139969,"benthic"
139988,"benthic"
140112,"pelagic_surface"
140120,"benthic"
140121,"benthic"
140222,"pelagic_surface"
140255,"benthic"
140262,"benthic"
140271,"benthic"
140306,"benthic"
140417,"benthic"
140480,"benthic"
140580,"benthic"
140605,"benthic"
140649,"pelagic_surface"
140678,"demersal"
140722,"pelagic_surface"
140781,"benthic"
140792,"benthic"
140833,"demersal"
140840,"benthic"
140847,"benthic"
140960,"NOT_FOUND"
141097,"benthic"
141101,"benthic"
141163,"benthic"
141224,"benthic"
141254,"benthic"
141261,"benthic"
141444,"benthic"
141548,"pelagic_mean"
141551,"benthic"
141680,"pelagic_surface"
141687,"benthic"
141711,"benthic"
141770,"benthic"
141781,"benthic"
141877,"demersal"
141879,"benthic"
141916,"benthic"
141947,"benthic"
141961,"benthic"
141998,"benthic"
142000,"benthic"
1420120,"benthic"
1444270,"benthic"
144439,"benthic"
144481,"benthic"
144538,"benthic"
144569,"benthic"
145397,"NOT_FOUND"
145520,"NOT_FOUND"
1455328,"NOT_FOUND"
145548,"NOT_FOUND"
145599,"benthic"
145950,"NOT_FOUND"
149070,"pelagic"
149074,"benthic"
149122,"benthic"
149123,"NOT_FOUND"
149129,"NOT_FOUND"
149153,"pelagic"
149221,"NOT_FOUND"
149228,"NOT_FOUND"
149241,"NOT_FOUND"
149271,"NOT_FOUND"
149320,"NOT_FOUND"
149755,"NOT_FOUND"
150637,"demersal"
151174,"pelagic"
151482,"NOT_FOUND"
1525496,"pelagic"
154721,"benthic"
156196,"benthic"
156609,"NOT_FOUND"
1567942,"NOT_FOUND"
156977,"benthic"
157031,"pelagic_surface"
157616,"benthic"
1577363,"NOT_FOUND"
157880,"benthic"
158347,"pelagic_mean"
158581,"NOT_FOUND"
158586,"demersal"
158750,"NOT_FOUND"
158752,"pelagic"
158837,"pelagic"
158846,"pelagic"
158890,"pelagic"
158900,"NOT_FOUND"
158901,"pelagic"
158916,"pelagic"
158933,"pelagic"
158935,"NOT_FOUND"
158952,"benthic"
158956,"pelagic"
159025,"pelagic_surface"
1590706,"benthic"
1590708,"NOT_FOUND"
159288,"demersal"
159427,"NOT_FOUND"
159491,"pelagic"
1605260,"benthic"
1605275,"demersal"
160528,"NOT_FOUND"
161477,"benthic"
165081,"benthic"
165801,"benthic"
168736,"benthic"
171580,"benthic"
181006,"benthic"
181220,"benthic"
181221,"benthic"
181344,"benthic"
181377,"pelagic_mean"
181378,"NOT_FOUND"
181382,"pelagic_surface"
181861,"benthic"
183099,"benthic"
183350,"NOT_FOUND"
208421,"benthic"
210370,"benthic"
217964,"pelagic"
219389,"benthic"
219883,"NOT_FOUND"
219926,"pelagic"
219964,"pelagic"
220381,"benthic"
220915,"pelagic"
221249,"NOT_FOUND"
221331,"pelagic_surface"
221412,"benthic"
221512,"pelagic"
224308,"benthic"
224661,"benthic"
224663,"benthic"
224685,"benthic"
224693,"benthic"
224700,"benthic"
225268,"benthic"
226490,"benthic"
231441,"NOT_FOUND"
231858,"benthic"
232376,"NOT_FOUND"
232389,"NOT_FOUND"
232546,"benthic"
232763,"NOT_FOUND"
232897,"NOT_FOUND"
232943,"NOT_FOUND"
233198,"NOT_FOUND"
233231,"NOT_FOUND"
233377,"benthic"
233521,"NOT_FOUND"
233557,"NOT_FOUND"
233592,"NOT_FOUND"
234105,"NOT_FOUND"
234106,"demersal"
235644,"benthic"
235802,"NOT_FOUND"
235926,"NOT_FOUND"
235952,"NOT_FOUND"
235953,"NOT_FOUND"
235954,"NOT_FOUND"
235955,"NOT_FOUND"
235962,"NOT_FOUND"
235975,"NOT_FOUND"
235979,"NOT_FOUND"
235982,"NOT_FOUND"
235983,"NOT_FOUND"
235984,"NOT_FOUND"
237966,"NOT_FOUND"
237968,"pelagic_surface"
237984,"NOT_FOUND"
238118,"pelagic_surface"
241198,"benthic"
254681,"benthic"
254690,"benthic"
256090,"benthic"
256204,"benthic"
271684,"benthic"
271807,"NOT_FOUND"
271852,"benthic"
271918,"pelagic"
271931,"demersal"
272030,"pelagic"
272087,"pelagic"
273021,"NOT_FOUND"
273569,"demersal"
273965,"NOT_FOUND"
273975,"NOT_FOUND"
274299,"demersal"
274721,"demersal"
275154,"NOT_FOUND"
275488,"demersal"
278081,"demersal"
280323,"NOT_FOUND"
281260,"pelagic"
281518,"NOT_FOUND"
283789,"benthic"
283819,"benthic"
285794,"benthic"
286276,"benthic"
286731,"benthic"
287408,"benthic"
289355,"benthic"
298167,"demersal"
299089,"NOT_FOUND"
299565,"demersal"
299709,"NOT_FOUND"
302165,"demersal"
303486,"benthic"
307126,"benthic"
322499,"pelagic"
325392,"NOT_FOUND"
341866,"NOT_FOUND"
342104,"pelagic_surface"
342190,"demersal"
342218,"pelagic_surface"
342368,"pelagic_bottom"
345562,"benthic"
346026,"NOT_FOUND"
346030,"NOT_FOUND"
346424,"benthic"
367297,"demersal"
374481,"NOT_FOUND"
383014,"benthic"
383037,"benthic"
387575,"benthic"
389288,"benthic"
389385,"NOT_FOUND"
395476,"benthic"
397221,"benthic"
398365,"NOT_FOUND"
405962,"pelagic_surface"
410340,"pelagic_surface"
410401,"NOT_FOUND"
410402,"NOT_FOUND"
413961,"benthic"
417917,"benthic"
418067,"benthic"
418106,"NOT_FOUND"
418107,"NOT_FOUND"
418108,"NOT_FOUND"
418110,"NOT_FOUND"
418114,"NOT_FOUND"
418115,"NOT_FOUND"
419791,"pelagic_surface"
420584,"benthic"
422188,"benthic"
449148,"benthic"
466342,"NOT_FOUND"
466352,"benthic"
466420,"benthic"
467546,"benthic"
476531,"benthic"
495363,"NOT_FOUND"
505132,"benthic"
506286,"benthic"
514112,"pelagic_mean"
514114,"pelagic_surface"
514117,"NOT_FOUND"
514136,"pelagic_surface"
514141,"NOT_FOUND"
517613,"benthic"
522138,"benthic"
534558,"benthic"
573399,"NOT_FOUND"
573582,"NOT_FOUND"
576682,"NOT_FOUND"
579358,"benthic"
597409,"benthic"
597522,"benthic"
597530,"benthic"
605965,"NOT_FOUND"
615435,"NOT_FOUND"
623628,"benthic"
623764,"NOT_FOUND"
623772,"NOT_FOUND"
626382,"NOT_FOUND"
660661,"NOT_FOUND"
668468,"NOT_FOUND"
712167,"benthic"
713102,"NOT_FOUND"
731162,"benthic"
759131,"NOT_FOUND"
836896,"NOT_FOUND"
837196,"NOT_FOUND"
838775,"NOT_FOUND"
840627,"NOT_FOUND"
849350,"benthic"
854459,"benthic"
889885,"NOT_FOUND"
987546,"benthic"
987547,"benthic"
991763,"NOT_FOUND"
992022,"benthic"
993565,"benthic"
998228,"NOT_FOUND"
